pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,age_diff,age_equal,education_diff,education_equal,industry_diff,industry_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,overall_similarity,attack_score
751,0,,,11.180339887498947,17.0,0.8816121392273082,4.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.34024439255396527
752,0,,,56.4889369699944,75.0,0.834291607356262,55.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07069965948661168
753,0,,,17.233687939614086,25.0,0.8827020256685649,14.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.15002546707789102
754,0,,,2.449489742783178,4.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.21677045027414957
755,0,,,28.03569153775237,44.0,0.9732695958406896,26.0,0,6.0,0,0.0,0,3.0,0,1.0,0,0.0,0.06967189411322276
756,0,,,97005.00041750426,97014.0,0.0201095708846613,0.0,1,9.0,0,97005.0,0,0.0,1,0.0,1,0.6,0.4474284549554189
757,0,,,18.027756377319943,31.0,0.9780317266972643,12.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.22023075570662817
758,0,,,85090.00040545304,85101.0,0.2770013998575592,0.0,1,8.0,0,85090.0,0,1.0,0,2.0,0,0.2,0.07519625003139178
759,0,,,17089.02068580877,17124.0,0.1092934902448322,25.0,0,9.0,0,17089.0,0,1.0,0,0.0,1,0.2,0.0705352673927943
760,0,,,21.61018278497431,27.0,0.9642041322442966,21.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.3492531180381775
761,0,,,9.38083151964686,18.0,0.9469392720856872,5.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07221384594837825
762,0,,,62017.011053419854,62066.0,0.047967861043364,35.0,0,12.0,0,62017.0,0,1.0,0,1.0,0,0.0,0.07001970832546552
763,0,,,27494.00194587903,27509.0,0.2594898616087446,5.0,0,9.0,0,27494.0,0,1.0,0,0.0,1,0.2,0.0702620397011439
764,0,,,15.066519173319364,25.0,0.9225300659855442,11.0,0,10.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07242189347743988
765,0,,,85095.00047593865,85108.0,0.1875588720833376,4.0,0,8.0,0,85095.0,0,0.0,1,1.0,0,0.2,0.07056899989644687
766,0,,,12.806248474865695,18.0,0.897734040980984,4.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.17840194702148438
767,0,,,85100.00131022326,85123.0,0.0164180535529745,13.0,0,7.0,0,85100.0,0,1.0,0,2.0,0,0.0,0.0702481319506963
768,0,,,18.81488772222678,32.0,0.8405390384017292,14.0,0,6.0,0,0.0,0,0.0,1,1.0,0,0.2,0.0725256937245528
769,0,,,12.68857754044952,21.0,0.8011917182235659,6.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09991578012704849
